vua_ID,vua_title,vua_hoten,vua_tuochieu,vua_chucvi,vua_ngaysinh,vua_ngaymat,trieudai_ID,vua_thongtin
27,Lê Trung Tông (Tiền Lê),Lê Long Việt,,Hoàng đế thứ 2,983,21/12/1005,5,"Tiền Lê Trung Tông (chữ Hán: 前黎中宗 983 – 21 tháng 12 năm 1005), tên thật Lê Long Việt là vị hoàng đế thứ hai của nhà Tiền Lê. Khi vua cha Lê Đại Hành mất, Thái tử Lê Long Việt vâng theo di chiếu nối ngôi nhưng bị anh em tranh chấp ngôi báu trong 8 tháng mới dẹp yên. Khi chính thức lên ngôi được 3 ngày thì bị em là Lê Long Đĩnh sai người đầu độc cướp ngôi vua."
28,Lê Long Đĩnh,Lê Long Đĩnh,,Hoàng đế cuối cùng,15/11/986,19/11/1009,5,"Lê Long Đĩnh (chữ Hán: 黎龍鋌 15 tháng 11 năm 986 – 19 tháng 11 năm 1009) là vị hoàng đế cuối cùng của nhà Tiền Lê trong lịch sử Việt Nam. Ông lên ngôi sau khi ám sát người anh trai là Lê Trung Tông để giành ngôi. Lê Long Đĩnh trị vì được 4 năm, từ năm 1005 đến năm 1009. Cái chết đột ngột của ông ở tuổi 24 dẫn đến việc chấm dứt nhà Tiền Lê, quyền lực rơi vào tay Lý Công Uẩn, người lập ra nhà Lý.| Trong sử sách, Lê Long Đĩnh bị coi là dâm loạn, tàn bạo và độc ác, là điển hình của một bạo chúa. Tuy nhiên, gần đây xuất hiện một số ý kiến cho rằng việc Long Đĩnh ""dâm loạn quá độ nên bị bệnh trĩ"" chỉ là lời dân gian hư cấu từ thời Hậu Lê."
29,Lê Long Tung,Lê Long Tung,,,,,5,Lê Long Tung (chữ Hán: 黎龍鏦) là một hoàng tử của nhà Tiền Lê trong lịch sử Việt Nam.
30,Lý Thái Tổ,Lý Thái Tổ,,Hoàng đế đầu tiên,08/03/974,31/03/1028,6,"Lý Thái Tổ (chữ Hán: 李太祖, 8 tháng 3 năm 974 – 31 tháng 3 năm 1028) là hoàng đế sáng lập ra nhà Lý (hay còn gọi là Hậu Lý để phân biệt với nhà Tiền Lý do Lý Nam Đế sáng lập) trong lịch sử Việt Nam, trị vì từ năm 1009 đến khi qua đời vào năm 1028.| Thời gian trị vì của ông chủ yếu để đàn áp các cuộc nổi dậy, vì lòng dân chưa phục được nhà Lý. Khi lòng dân đã yên, triều đình trung ương được củng cố, ông dời đô từ Hoa Lư về Đại La vào năm 1010, đổi tên thành Thăng Long, mở đầu cho sự phát triển lâu dài của nhà Lý tồn tại 216 năm. Đến cuối năm 1225, đầu năm 1226, Lý Chiêu Hoàng buộc nhường ngôi cho chồng Trần Cảnh (1218-1277)."
31,Lý Thái Tông,Lý Thái Tông,,Hoàng đế thứ 2,29/07/1000,03/11/1054,6,"Lý Thái Tông (chữ Hán: 李太宗 29 tháng 7 năm 1000 – 3 tháng 11 năm 1054) là vị hoàng đế thứ hai của triều đại nhà Lý trong lịch sử Việt Nam, cai trị trong 26 năm (1028–1054). Ông được đánh giá là một vị hoàng đế tài giỏi, thời đại của ông, con ông là Lý Thánh Tông, cháu ông là Lý Nhân Tông được xem là thời thịnh vượng của nhà Lý, sử gọi thời kỳ này là Bách niên Thịnh thế (百年盛世).| Hoàng đế Thái Tông được mô tả uy dũng hơn người, bách chiến bách thắng, trải qua loạn ba vương mà lên ngôi, công danh rạng rỡ triều Lý. Ông củng cố quyền lực cho nhà Lý, bên trong dùng chính sách hòa thân, gả công chúa cho các quan Châu mục, bên cạnh đó còn dẹp loạn đảng làm phản như Loạn họ Nùng; bên ngoài Đế đánh được Chiêm Thành, công tích đánh dẹp uy nghi, tiền đề cho các đời sau phát triển phồn thịnh.| Đối với quần thần, Thái Tông thường tỏ ra nhân từ, không xử tội các Vương làm loạn trong Loạn tam vương, cho tha tội mà còn phục chức. Đối với kẻ thù như Chiêm Thành còn ra lệnh không tùy tiện sinh sát, lệnh cho binh lính không được làm bậy. Tuy có phần quá tin vào Phật giáo, nhân từ quá độ, song lại có khi đấy chính là đức để truyền lâu dài cho hậu thế, như lời Ngô Sĩ Liên: ""Tấm lòng ấy của vua cũng như tấm lòng của Tống Thái Tổ chăng? Truyền ngôi được lâu dài là phải lắm"".| Sử gia đánh giá ông như Hán Quang Vũ Đế đánh đâu được đấy, công sức giúp ổn định tình hình biên cương loạn lạc còn vượt hơn cả Đường Thái Tông. Nhưng người quân tử còn lấy việc khoe khoang thái quá để chê trách ông ""chưa hiền""."
32,Lý Thánh Tông,Lý Thánh Tông,,Hoàng đế thứ 3,30/03/1023,01/02/1072,6,"Lý Thánh Tông hay Lý Thánh Tôn (chữ Hán: 李聖宗 30 tháng 3 năm 1023 – 1 tháng 2 năm 1072) là vị Hoàng đế thứ ba của hoàng triều Lý nước Đại Việt, trị vì từ tháng 11 năm 1054 đến khi qua đời năm 1072. Trong thời kỳ cầm quyền của mình, Lý Thánh Tông đã đẩy mạnh sản xuất nông nghiệp, khoan giảm hình phạt, đồng thời bảo trợ Phật giáo và Nho giáo. Ông còn xây dựng quân đội Đại Việt hùng mạnh, thực hiện chính sách đối ngoại cứng rắn với Đại Tống và mở đất về ba châu Địa Lý, Mã Linh, Bố Chính (nay là một phần thuộc Quảng Bình và Quảng Trị, Bắc Trung Bộ Việt Nam) sau thắng lợi trong cuộc chiến tranh Việt - Chiêm (1069). Sử thần đời Hậu Lê Ngô Sĩ Liên viết về Lý Thánh Tông: ""Vua khéo kế thừa, thực lòng thương dân, trọng việc làm ruộng, thương kẻ bị hình, vỗ về thu phục người xa, đặt khoa bác sĩ, hậu lễ dưỡng liêm, sửa sang việc văn, phòng bị việc võ, trong nước yên tĩnh, đáng gọi là bậc vua tốt"".| Thời đại của cha ông là Lý Thái Tông, ông và con ông là Lý Nhân Tông được xem là thời thịnh vượng của Nhà Lý với tên gọi là Bách niên Thịnh thế (百年盛世)."
33,Lý Nhân Tông,Lý Nhân Tông,,Hoàng đế thứ 4,22/02/1066,15/01/1128,6,"Lý Nhân Tông (chữ Hán: 李仁宗 22 tháng 2 năm 1066 – 15 tháng 1 năm 1128) là vị hoàng đế thứ tư của nhà Lý trong lịch sử Việt Nam. Ông trị vì Đại Việt từ năm 1072 đến năm 1128, tổng cộng gần 56 năm, cũng là vị vua có thời gian trị vì lâu nhất trong lịch sử phong kiến Việt Nam.| Ông tên thật là Càn Đức, là con trai đầu lòng của Lý Thánh Tông. Năm 1072, Thánh Tông qua đời, Thái tử Càn Đức mới 6 tuổi lên ngôi tức vua Nhân Tông. Mẹ đích của Nhân Tông là Thượng Dương Thái hậu cùng Thái sư Lý Đạo Thành phụ chính. Sau này, Nhân Tông nghe lời mẹ ruột là Thái phi Linh Nhân, bắt Thái hậu Thượng Dương chôn theo vua Thánh Tông. Từ đây, Linh Nhân Thái hậu và Thái úy Lý Thường Kiệt nắm việc triều chính; hai người này biếm Lý Đạo Thành vào miền Nam một thời gian rồi phục chức. Thái hậu Linh Nhân cùng các tể thần Lý Thường Kiệt, Lý Đạo Thành có ảnh hưởng lớn tới việc nước ngay cả khi Nhân Tông trưởng thành.| Dưới thời trị vì của Nhân Tông, nước Việt phồn vinh, ""dân được giàu đông"". Ông rất quan tâm đến nông nghiệp – thủy lợi, đã cho đắp đê ở nhiều nơi và mở rộng luật cấm giết trâu. Thời Nhân Tông còn nổi bật với việc tổ chức khoa thi Nho học đầu tiên của Đại Việt (1075) và xây dựng Văn Miếu – Quốc Tử Giám (1076). Phật giáo cũng phát triển; nhà vua và mẹ là Linh Nhân đều là những Phật tử mộ đạo, đã cho xây nhiều chùa tháp và khuyến khích việc hành đạo của các thiền sư. Về đối ngoại, năm 1075, đế quốc Tống dòm ngó Đại Việt, Nhân Tông sai Lý Thường Kiệt đi đánh, liên tiếp phá tan quân Tống ở 3 châu Ung, Khâm, Liêm (đất Tống) và sông Như Nguyệt (đất Việt). Sau năm 1077, giữa Việt và Tống không còn cuộc chiến lớn nào. Trong khi đó các nước Chiêm Thành, Chân Lạp thần phục Đại Việt, thường gửi sứ sang cống.| Tuy ở ngôi lâu năm, Lý Nhân Tông không có con trai để nối dõi. Ông nhận nuôi một người cháu là Lý Dương Hoán rồi lập làm thái tử. Đó là Lý Thần Tông, làm vua trong vòng 11 năm sau khi Nhân Tông mất.| Thời đại của Lý Nhân Tông cùng với ông nội là Lý Thái Tông và cha là Lý Thánh Tông được xem là thời thịnh vượng của Nhà Lý với tên gọi là Bách niên Thịnh thế (百年盛世)."
34,Lý Thần Tông,Lý Thần Tông,,Hoàng đế thứ 5,1116,31/10/1138,6,"Lý Thần Tông (chữ Hán: 李神宗 1116 – 31 tháng 10 năm 1138) là vị hoàng đế thứ năm của triều đại nhà Lý nước Đại Việt. Ông trị vì từ năm 1128 đến khi qua đời năm 1138, tổng cộng là 10 năm.| Dù lên ngôi khi mới 11 tuổi, Lý Thần Tông đã tin dùng những người phụ chính như Trương Bá Ngọc, Dương Anh Nhị và Lý Công Bình, thực hiện chính sách cai trị khoan dung và duy trì sự ổn định của Đại Việt. Thời này Khmer và Chiêm Thành vài lần đánh phá nước Việt, Thần Tông phải sai tướng đi đánh đuổi. Bên cạnh đó, Thần Tông bị sử sách phê phán vì quá mê tín vào các ""điềm lành""."
35,Lý Anh Tông,Lý Anh Tông,,Hoàng đế thứ 6,04/1136,14/08/1175,6,"Lý Anh Tông (chữ Hán: 李英宗 tháng 4 năm 1136 - 14 tháng 8 năm 1175) là vị hoàng đế thứ sáu của nhà Lý trong lịch sử Việt Nam, trị vì từ năm 1138 tới năm 1175, tổng cộng 37 năm.| Vua Anh Tông tên thật là Lý Thiên Tộ, con thứ của vua Lý Thần Tông. Năm 1138, vua Thần Tông mất sớm, nên thái tử Thiên Tộ mới 3 tuổi đã lên ngôi, lấy hiệu là Anh Tông. Mẹ ông là Thái hậu họ Lê được tôn làm nhiếp chính. Nhưng bản thân thái hậu lại dựa vào Thái úy Đỗ Anh Vũ, một đại thần chuyên quyền, khiến nhiều quan lại căm ghét. Năm 1150, một số tôn thất và quan viên làm binh biến bắt Đỗ Anh Vũ, nhưng thái hậu gây sức ép buộc nhà vua phục chức cho ông ta. Ngay sau đó, Đỗ Anh Vũ mở đường tổ chức các cuộc thanh trừng đẫm máu đối với những người chống đối. Kể cả khi vua Anh Tông đã trưởng thành, Đỗ Anh Vũ vẫn nắm đại quyền trong triều.| Năm 1158, Đỗ Anh Vũ chết, vua Anh Tông phong Tô Hiến Thành làm thái úy. Tô Hiến Thành giúp Anh Tông rất đắc lực; tiến hành đem quân đi tuần nơi biên giới, đánh quân Chiêm Thành, Ngưu Hống, ngăn Ai Lao xâm nhập biên cương phía tây. Vua Anh Tông còn đích thân vi hành khắp các xứ, biết sự đau khổ của dân gian cũng như đường đi xa gần.| Nhà vua đặt ra Xạ Đình, sai các quan võ hàng ngày luyện tập binh pháp. Cuối đời, vua Anh Tông lập hoàng tử thứ 6 là Lý Long Trát làm thái tử, vì con trưởng là Lý Long Xưởng ve vãn cung nữ của cha. Khi vua Anh Tông chết năm 1175, Long Trát lên ngôi khi mới 2 tuổi, tức vua Lý Cao Tông."
36,Lý Cao Tông,Cao Tông Trung Suy,,Hoàng đế thứ 7,06/07/1173,15/11/1210,6,"Lý Cao Tông (chữ Hán: 李高宗 6 tháng 7 năm 1173 – 15 tháng 11 năm 1210) là vị hoàng đế thứ bảy của nhà Lý, cai trị từ năm 1175 đến năm 1210. Thời kỳ của ông đánh dấu sự suy tàn không thể vực dậy của nhà Lý hay còn gọi là Cao Tông Trung Suy (高宗中衰)."
37,Lý Thẩm,Lý Thẩm,,,,,6,"Lý Thầm (李忱) là một vị vua nhà Lý trong lịch sử Việt Nam, tuy nhiên ông không được sử sách xếp vào các vua chính thống."
38,Lý Huệ Tông,Lý Sảm,,Hoàng đế thứ 8,07/1194,03/09/1226,6,"Lý Huệ Tông (chữ Hán: 李惠宗; tháng 7 năm 1194 – 3 tháng 9 năm 1226) là vị hoàng đế thứ tám của nhà Lý, cai trị từ năm 1210 đến năm 1224. Ông tên thật là Lý Sảm (李旵) hay Lý Hạo Sảm, sinh tại kinh đô Thăng Long, Đại Việt."
39,Lý Nguyên Hoàng,Nguyên vương,,,,1221,6,"Lý Nguyên Hoàng (tiếng Trung: 李元皇; ? – 1221), hay Nguyên vương (元王) là một vị vua nhà Lý trong lịch sử Việt Nam."
40,Lý Chiêu Hoàng,Chiêu Thánh Hoàng hậu,,Nữ Hoàng,1218,1278,6,"Lý Chiêu Hoàng (chữ Hán: 李昭皇; 1218 - 1278), Chiêu Hoàng Đế (昭皇帝) hay Chiêu Thánh Hoàng hậu (昭聖皇后) là Nữ Hoàng của Đại Việt, cũng là Hoàng Đế cuối cùng của triều đại nhà Lý, trị vì từ năm 1224 đến năm 1226. Bà là Nữ Hoàng duy nhất trong lịch sử Việt Nam, nhưng không phải là vị vua nữ giới đầu tiên, vị nữ quân chủ đầu tiên là Nữ Vương Trưng Trắc. Bà được chính vua cha Lý Huệ Tông ra chỉ truyền ngôi, dù bên trong có khả năng do sự sắp đặt của Điện Tiền Chỉ Huy Sứ -Trần Thủ Độ, người đang nắm quyền lực trong triều, đồng thời cũng là cậu của bà.| Năm 1225, Chiêu Hoàng được Trần Thủ Độ sắp xếp nhường ngôi cho Trần Cảnh (Trần Thái Tông), triều đại nhà Lý cai trị Đại Việt hơn 200 năm đã chính thức kết thúc. Sau khi nhượng vị, Chiêu Hoàng trở thành hoàng hậu của Thái Tông cho đến khi bị phế truất vào năm 1237 vì không sinh được con nối dõi. Thuận Thiên Công Chúa, người kế vị ngôi hoàng hậu sau đó, chính là chị ruột của bà. Sau năm 1258, ở tuổi 40, bà tái giá lấy Lê Phụ Trần, một viên tướng có công cứu giúp Trần Thái Tông khỏi bị truy kích trong lần quân Nguyên vào cướp. Hai người sống với nhau hơn 20 năm và sinh được 1 trai là Thượng Vị Hầu-Lê Tông và 1 gái là Ứng Thụy Công Chúa-Lê Ngọc Khuê. Bà qua đời ngay sau Thái Tông khoảng 1 năm.| Cuộc đời của bà đầy phức tạp và bi kịch, khi trở thành một nhân vật chủ chốt trong cuộc biến chuyển triều đại đầy kịch tính giữa nhà Trần và nhà Lý. Vốn dĩ là công chúa, sau trở thành nữ hoàng đế, rồi lại trở thành hoàng hậu và bị giáng làm công chúa, cuộc đời của Lý Chiêu Hoàng khiến hậu thế đánh giá là một quá trình đầy phức tạp, cũng trở thành nguồn cảm hứng của rất nhiều tác phẩm thi, ca, nhạc, họa và điện ảnh."
41,Trần Thừa,Trần Thừa,Trần Huy Tông,Thái thượng hoàng đầu tiên,1184,17/02/1234,7,"Trần Thái Tổ (chữ Hán: 陳太祖, 1184 – 17 tháng 2, 1234), tên húy Trần Thừa (陳承), còn có miếu hiệu là Trần Huy Tông (陳徽宗), là Thái thượng hoàng đầu tiên của nhà Trần. Ông tại vị Thái Thượng hoàng khi con ông, Trần Thái Tông trở thành hoàng đế khai sinh ra nhà Trần. Khi ấy, Trần Thái Tông còn nhỏ, ông cùng Thái sư Trần Thủ Độ làm nhiếp chính, nắm quyền từ khi lên ngôi 1225 đến khi qua đời, tổng cộng là 9 năm.| Ông nổi tiếng là cha của Trần Thái Tông, và việc trở thành một trong hai Thái thượng hoàng chưa từng làm Hoàng đế trong lịch sử Việt Nam, người kia là Sùng Hiền hầu, cha của Lý Thần Tông."
42,Trần Thái Tông,Trần Cảnh,,Hoàng đế đầu tiên,09/07/1218,05/05/1277,7,"Trần Thái Tông (chữ Hán: 陳太宗 9 tháng 7 năm 1218 – 5 tháng 5 năm 1277), tên khai sinh là Trần Cảnh (陳煚), là vị hoàng đế đầu tiên của Hoàng triều Trần nước Đại Việt. Ông giữ ngôi từ ngày 10 tháng 1 năm 1226 tới ngày 30 tháng 3 năm 1258, sau đó làm Thái thượng hoàng cho đến khi qua đời năm 1277.| Trần Cảnh sinh ra vào thời Lý, quê ở huơng Tức Mặc, phủ Thiên Trường (nay là phường Lộc Vượng, thành phố Nam Định, tỉnh Nam Định). Ông là con của Trần Thừa là Phụ quốc Thái úy của Nhà Lý do có công phò tá vua Huệ Tông trong loạn Quách Bốc. Họ Trần lúc này đã là thế lực chính trị nắm triều đình nhà Lý. Lên bảy tuổi, ông được Điện tiền Chỉ huy sứ Trần Thủ Độ vốn là chú họ tiến cử làm Chi hậu chính chi ứng cục, hầu hạ cho nữ hoàng nhỏ tuổi Lý Chiêu Hoàng. Cuối năm 1225 – đầu năm 1226, Trần Thủ Độ buộc Lý Chiêu Hoàng cưới và nhường ngôi cho Trần Cảnh, tức Hoàng đế Trần Thái Tông. Tân hoàng đế mời cha là Trần Thừa làm Thái thượng hoàng, Trần Thủ Độ làm Thái sư, lại phong Chiêu Hoàng làm Chiêu Thánh Hoàng hậu. 12 năm sau, Trần Thủ Độ ép Thái Tông phế Chiêu Thánh vì không sinh được người kế vị, và lập chị Chiêu Thánh là Thuận Thiên lên thay. Thuận Thiên vốn là vợ của anh Thái Tông là Trần Liễu, và khi ấy đang có thai với Trần Liễu 3 tháng. Việc này đã khiến Trần Liễu làm loạn ở sông Cái, nhưng cuối cùng bị thất thế, Trần Thủ Độ muốn giết nhưng Thái Tông can thiệp, tha chết cho anh mình.| Cùng với Thượng hoàng Trần Thừa (mất năm 1234) và Thái sư Trần Thủ Độ (mất năm 1264), Trần Thái Tông đã tiến hành cải tổ luật pháp, hành chính, đồng thời khuyến khích nông, thương nghiệp và phát triển nền giáo dục Tam giáo đồng nguyên. Ông cũng xây dựng quân đội mạnh và ngăn chặn quân Chiêm Thành cướp phá mạn nam. Theo nhà chép sử Lê Tung đời Lê sơ: ""chế độ nhà Trần do đấy hưng thịnh"". Trong thời gian đó, trên hướng bắc Đại Việt, dân tộc Mông Cổ đã trỗi dậy thành một đế quốc quân sự lớn. Năm 1258, tướng Mông Cổ Ngột Lương Hợp Thai đem quân tấn công Đại Việt. Trần Thái Tông trực tiếp lãnh đạo kháng chiến và cuối cùng đã đánh bại người Mông Cổ. Không lâu sau chiến thắng, ông nhường ngôi cho Thái tử Hoảng, tức Hoàng đế Trần Thánh Tông, và được tôn làm Hiển Nghiêu Thánh Thọ Thái Thượng Hoàng Đế (顯堯聖壽太上皇帝). Thượng hoàng vẫn có ảnh hưởng lớn đến việc triều chính cho đến khi mất năm 1277. Ông còn là một thiền sư Phật giáo, đã truyền dạy kinh nghiệm tu hành của mình qua các tác phẩm Khóa hư lục, Thiền tông chỉ nam, Chú giải Kinh Kim cương Tam muội và Lục thời sám hối khoa nghi. Ông được xem là người có ảnh hưởng lớn đến sự hình thành Thiền phái Trúc Lâm – giáo hội thống nhất đầu tiên của đạo Phật tại Việt Nam – vào cuối thế kỷ XIII."
43,Trần Thánh Tông,Trần Hoảng,,Hoàng đế thứ 2,12/10/1240,03/07/1290,7,"Trần Thánh Tông (chữ Hán: 陳聖宗 12 tháng 10 năm 1240 – 3 tháng 7 năm 1290), tên húy Trần Hoảng (陳晃) là vị Hoàng đế thứ hai của nhà Trần nước Đại Việt, trị vì từ ngày 30 tháng 3 năm 1258 đến ngày 8 tháng 11 năm 1278. Sau đó ông làm Thái thượng hoàng từ cuối năm 1278 cho đến khi qua đời năm 1290. Ông thường được sử sách mô tả là một Hoàng đế tài giỏi, giữ vững được cơ nghiệp của triều đại và nền độc lập của quốc gia.| Trần Hoảng là đích trưởng tử của Trần Thái Tông, đã góp phần chỉ huy quân đội đẩy lùi cuộc xâm lược của người Mông Cổ năm 1258. Không lâu sau kháng chiến thắng lợi, Hoàng đế Thái Tông nhường ngôi cho Thái tử Hoảng, tức Hoàng đế Thánh Tông. Trong thời kỳ cầm quyền của mình, Trần Thánh Tông đã ban hành nhiều chính sách nhằm hoàn thiện nền hành chính, giáo dục, kinh tế, bảo trợ Phật giáo, trọng dụng quan viên, tướng lĩnh có tài và duy trì sự hòa hợp, kỷ cương trong triều đình. Về đối ngoại, Trần Thánh Tông phải đương đầu với tham vọng bành trướng của đế quốc Nguyên-Mông cường thịnh ở phương Bắc. Ông đã thực thi một chính sách ngoại giao mềm mỏng, cống nạp Nhà Nguyên 3 năm 1 lần, nhưng cự tuyệt mọi yêu sách của vua Nguyên đòi ông cống người, cống voi, đích thân sang chầu, gửi quân giúp tỉnh Vân Nam, nộp sổ sách dân số... Ngoài ra ông tích cực chỉnh đốn quân đội, tổ chức tuần tra biên giới để đề phòng sự xâm lược của người Nguyên.| Sau khi Thượng hoàng Thái Tông mất, tháng 11 năm 1278, Trần Thánh Tông nhường ngôi cho Thái tử Trần Khâm, tức Hoàng đế Trần Nhân Tông, và được tôn làm Quang Nghiêu Từ Hiếu Thái Thượng Hoàng Đế (光尧慈孝太上皇帝). Trước bối cảnh người Nguyên đã tiêu diệt Nam Tống và chuẩn bị chinh phạt Đại Việt, hai vua Trần ra sức đoàn kết lòng dân, kén tướng rèn quân và xây dựng quan hệ tích cực với Chiêm Thành ở phía Nam. Cùng Hoàng đế Nhân Tông và Quốc công Tiết chế Hưng Đạo vương, Thượng hoàng Thánh Tông đã lãnh đạo quân dân Đại Việt kháng chiến đánh bại hai cuộc xâm lược của Nguyên-Mông năm 1285 và 1287. Ông cũng là một nhà văn hóa, nhà Thiền học, từng tu tập ở chùa Tư Phúc (Thăng Long), thường hay sáng tác thơ ca hoặc những bài kệ về thiền, một số tác phẩm như Di hậu lục (""Chép để lại cho đời sau""), Thiền tông liễu ngộ (""Bài ca giác ngộ Thiền tông""), Trần Thánh Tông thi tập (""Tập thơ Trần Thánh Tông"")... nhưng hầu hết đều đã thất lạc, chỉ còn lưu lại 6 bài thơ chép rải rác trong Việt âm thi tập và Đại Việt sử ký toàn thư."
44,Trần Nhân Tông,Trần Khâm,,Hoàng đế thứ 3,07/12/1258,16/12/1308,7,"Trần Nhân Tông (chữ Hán: 陳仁宗, 7 tháng 12 năm 1258 – 16 tháng 12 năm 1308), tên khai sinh là Trần Khâm (陳昑), là vị hoàng đế thứ ba của nhà Trần nước Đại Việt. Ông trị vì từ ngày 8 tháng 11 năm 1278 đến ngày 16 tháng 4 năm 1293, sau đó làm Thái thượng hoàng rồi đi tu sáng lập ra Thiền phái Trúc Lâm cho đến khi qua đời. Ông được các sử gia Việt đánh giá là một vị hoàng đế anh minh, đã có nhiều đóng góp quan trọng cho sự phát triển bền vững của Đại Việt cuối thế kỷ 13, cũng như việc bảo vệ nền độc lập và mở rộng lãnh thổ đất nước. Ngoài ra, Trần Nhân Tông cũng là một thiền sư lớn của Phật giáo Việt Nam thời trung đại. Năm 2013, ông được Bộ Văn hóa, Thể thao và Du lịch đưa vào danh sách 14 vị anh hùng dân tộc Việt Nam.| Là đích trưởng tử của Trần Thánh Tông Trần Hoảng (Hoàng đế thứ 2 triều Trần) và là đích trưởng tôn của Trần Thái Tông Trần Cảnh (Hoàng đế đầu tiên triều Trần), Trần Nhân Tông đã được truyền ngôi vào tháng 11 năm 1278 – lúc ông chưa đầy 20 tuổi. Do nguy cơ trước sự lăm le của Nguyên Mông, sau khi lên ngôi Trần Nhân Tông đã triển khai nhiều biện pháp nhằm nâng cao sức mạnh kinh tế và ổn định chính trị – xã hội của Đại Việt, đồng thời xây dựng quan hệ tích cực với nước láng giềng phía nam là Chiêm Thành. Năm 1285, hoàng đế nhà Nguyên Hốt Tất Liệt đã huy động một lực lượng lớn tấn công Đại Việt. Quân dân Đại Việt ban đầu gặp nhiều tổn thất; nhưng dưới sự chỉ huy của vua Nhân Tông, thượng hoàng Trần Thánh Tông và Quốc công Tiết chế Trần Quốc Tuấn, người Việt đã dần dần xoay chuyển tình thế và đánh bật quân Nguyên ra khỏi đất nước. Sau đó, 2 vua Trần và Quốc công Quốc Tuấn tiếp tục lãnh đạo dân Việt đánh bại một cuộc xâm lược khác của Mông – Nguyên vào năm 1287.| Sau khi đẩy lùi các cuộc xâm lược của người Mông Cổ, Trần Nhân Tông chăm lo nội trị, khôi phục sự hưng thịnh của Đại Việt đồng thời thực thi phương sách ngoại giao vừa mềm dẻo, vừa cứng rắn với nhà Nguyên. Năm 1293, ông truyền ngôi cho Thái tử Trần Thuyên (tức vua Trần Anh Tông) và lên làm Thái thượng hoàng. Sau đó Nhân Tông xuất gia tu hành theo đạo Phật và lấy hiệu Trúc Lâm Đại Sĩ (竹林大士); nhưng ông vẫn có nhiều ảnh hưởng đến công việc chính sự, đánh dẹp quân Ai Lao xâm phạm biên giới và mở rộng bờ cõi về phương Nam bằng việc gả con gái là công chúa Huyền Trân cho Chế Mân, quốc vương Chiêm Thành. Trần Nhân Tông cũng chính là vị tổ sáng lập Thiền phái Trúc Lâm, một dòng thiền Phật giáo mang bản sắc văn hóa Việt Nam và tinh thần nhập thế."
45,Trần Anh Tông,Trần Thuyên,,Hoàng đế thứ 4,25/10/1276,21/04/1320,7,"Trần Anh Tông (chữ Hán: 陳英宗; 25 tháng 10 năm 1276 – 21 tháng 4 năm 1320) tên khai sinh là Trần Thuyên (陳烇), là vị hoàng đế thứ tư của nhà Trần nước Đại Việt. Ông ở ngôi từ tháng 4 năm 1293 đến tháng 4 năm 1314, rồi làm Thái thượng hoàng từ năm 1314 đến khi qua đời. Được đánh giá là một vị hoàng đế anh minh, chăm lo quốc sự, triều đại của Anh Tông chứng kiến một giai đoạn phát triển hưng thịnh của Đại Việt sau 3 lần kháng chiến chống quân xâm lược Nguyên Mông. Thời kỳ của ông và con ông đánh dấu sự hưng thịnh của vương triều nhà Trần.| Trần Thuyên là là đích trưởng tử của Trần Nhân Tông Trần Khâm (vua thứ 3 triều Trần) và là đích trưởng tôn của Trần Thánh Tông Trần Hoảng (vua thứ 2 triều Trần). Năm 1293, sau khi đánh bại các đợt xâm lược của Nguyên-Mông, Trần Nhân Tông nhường ngôi cho Thái tử Thuyên, tức Hoàng đế Anh Tông. Theo bộ chính sử Đại Việt, Đại Việt Sử ký Toàn thư, Trần Anh Tông ban đầu khá buông thả, mê rượu chè, nhưng sau khi Thượng hoàng Trần Nhân Tông nghiêm khắc răn bảo, đã chịu tu sửa mình, trở thành một hoàng đế anh minh sáng suốt, tin dùng những nhân tài như Trương Hán Siêu, Đoàn Nhữ Hài, Nguyễn Trung Ngạn (ban văn) và Phạm Ngũ Lão, Trần Nhật Duật (ban võ). Trong thời kỳ trị vì của ông, Đại Việt phát triển hưng thịnh, dù phải chống lại một số đợt xâm lấn của Ai Lao trên hướng Tây. Vua Anh Tông sử dụng tướng tài Phạm Ngũ Lão đánh bại quân Ai Lao. Ông còn ngăn chặn sự lấn chiếm của người Nguyên ở biên giới phía Bắc, và mở rộng lãnh thổ Đại Việt về phương Nam thông qua cuộc hôn nhân giữa Huyền Trân công chúa (em gái ông) với vua Chiêm Thành. Sau khi nhường ngôi cho con là Trần Mạnh (tức vua Trần Minh Tông) vào năm 1314, Thượng hoàng Anh Tông tiếp tục hỗ trợ Minh Tông cai quản nước Việt.| Giống như các tiên đế, Trần Anh Tông là một Phật tử mộ đạo. Năm 1299, Thượng hoàng Trần Nhân Tông xuất gia và sáng lập Thiền phái Trúc Lâm – giáo hội thống nhất đầu tiên của Phật giáo Việt Nam. Trần Anh Tông đã có nhiều đóng góp cho sự phát triển của giáo hội này, qua việc khuyến khích các thiền sư phái Trúc Lâm thuyết pháp ở nhiều nơi, cúng dường tiền của, vật liệu cho việc xây chùa, tháp và vận động các thành viên hoàng gia làm thế. Ông cũng hay sáng tác thơ ca, nhưng ngày nay chỉ còn 12 bài chép trong Việt âm thi tập."
